# x     y   cluster
3.555 3.047 3
-2.005 -0.024 2
1.002 -1.265 2
1.107 2.473 1
0.310 4.693 2
3.556 1.993 3
-1.132 2.536 1
0.789 2.528 1
-0.539 3.635 1
2.916 1.513 3
0.445 -0.241 2
3.365 -0.285 3
3.728 1.583 3
1.333 -1.031 2
7.556 0.774 3
-0.215 0.632 2
4.513 0.258 3
-0.315 -1.149 2
1.005 -0.641 2
3.185 3.206 3
3.988 1.285 3
-0.664 -1.131 2
-0.357 -1.869 2
0.969 1.493 3
0.945 1.985 1
0.834 0.500 2
-0.423 2.544 1
3.393 1.902 3
1.544 3.626 1
5.347 2.479 3
2.198 3.383 1
4.669 0.175 3
3.007 0.706 3
-0.888 0.423 2
3.616 0.323 3
1.639 2.953 1
1.301 3.616 1
-0.477 0.241 2
-0.561 2.868 1
1.298 2.900 1
4.157 2.061 3
-0.953 2.360 2
3.893 1.701 3
4.388 4.353 3
3.123 1.465 3
0.621 1.252 2
3.793 -0.402 3
2.196 2.981 1
1.269 2.880 1
0.499 3.275 1
6.034 1.460 3
1.385 -1.066 2
4.378 -1.484 3
1.856 2.101 1
-2.748 1.862 2
2.984 -2.539 2
-0.152 2.397 1
1.391 3.032 1
4.965 1.170 3
-0.382 -0.423 2
-2.195 1.472 2
2.478 1.809 3
4.369 4.182 3
1.601 2.196 1
-0.856 0.087 2
0.427 2.921 1
1.728 3.823 1
0.557 3.108 1
1.216 3.567 1
5.623 0.399 3
5.145 0.333 3
4.226 2.249 3
2.639 1.291 3
1.056 -1.856 2
3.473 2.793 3
1.748 4.076 1
0.188 -0.214 2
-0.387 0.112 2
-0.001 3.665 1
1.811 3.318 1
4.379 1.514 3
2.956 -0.146 3
0.291 2.666 1
0.463 0.383 2
2.939 0.407 3
-0.257 -0.369 2
-1.929 -0.750 2
0.444 3.573 1
0.610 3.097 1
3.534 1.121 3
-0.179 0.916 2
3.620 1.755 3
-1.377 1.079 2
0.118 1.458 2
4.156 0.847 3
-0.890 2.064 1
1.690 3.399 1
0.881 -0.781 2
2.241 1.064 3
1.074 4.370 1
1.719 -0.626 2
-0.258 1.743 1
-0.297 0.787 2
3.139 2.088 3
4.832 0.295 3
3.868 0.132 3
0.325 -0.932 2
3.797 0.963 3
5.756 1.275 3
1.050 2.551 1
0.342 2.317 1
5.156 -0.047 3
0.891 2.783 1
1.262 2.699 1
4.403 3.736 3
0.094 2.183 1
3.230 4.136 1
5.069 0.154 3
-1.177 -0.781 2
0.705 2.936 1
3.745 0.201 3
2.724 0.444 3
5.307 0.726 3
4.679 0.126 3
3.793 0.246 3
