 0 0.2107 0.6159
 1 0.3260 0.9803
 2 0.4488 0.1587
 3 0.1138 0.4515
 4 0.7647 0.6911
 5 0.0540 0.0974
 6 0.0288 0.7441
 7 0.2163 0.4808
 8 0.2778 0.6847
 9 0.1485 0.5801
10 0.4091 0.3336
11 0.6720 0.5685
12 0.5676 0.1179
13 0.1315 0.8093
14 0.4550 0.9446
15 0.0752 0.3796
16 0.4772 0.3899
17 0.9134 0.9625
18 0.1205 0.1869
19 0.2865 0.2552
20 0.0412 0.0545
21 0.9121 0.8616
22 0.5266 0.4847
23 0.9688 0.6026
24 0.9008 0.6723
25 0.2627 0.6912
26 0.2298 0.3909
27 0.8654 0.1615
28 0.8756 0.7852
29 0.7986 0.9822
30 0.0087 0.8407
31 0.3164 0.0476
32 0.3069 0.1701
33 0.1176 0.5950
34 0.4959 0.2257
35 0.7796 0.5871
36 0.4550 0.8100
37 0.0675 0.7198
38 0.1662 0.1007
39 0.7157 0.8618
40 0.3904 0.7281
41 0.3564 0.5484
42 0.3639 0.9003
43 0.0008 0.7565
44 0.1182 0.8115
45 0.4132 0.9321
46 0.7469 0.8966
47 0.5978 0.3829
48 0.8242 0.2310
49 0.2538 0.5508
